7151,Austral rail,Rallus antarcticus,
7152,Clapperton's spurfowl,Pternistis clappertoni,
7153,Green-winged saltator,Saltator similis,
7154,Jamaican euphonia,Euphonia jamaica,
7155,Black-breasted hillstar,Oreotrochilus melanogaster,
7156,Santa Marta blossomcrown,Anthocephala floriceps,
7157,Bronze-winged woodpecker,Colaptes aeruginosus,
7158,Golden-tufted mountain grackle,Macroagelaius imthurni,
7159,Lined quail-dove,Zentrygon linearis,
7160,Buff-spotted woodpecker,Campethera nivosa,
7161,Greenish puffleg,Haplophaedia aureliae,
7162,Sapphire-vented puffleg,Eriocnemis luciani,
7163,White-tailed emerald,Microchera chionura,
7164,Chocó trogon,Trogon comptus,
7165,White-headed saw-wing,Psalidoprocne albiceps,
7166,Brown inca,Coeligena wilsoni,
7167,Needle-billed hermit,Phaethornis philippii,
7168,Chiriqui quail-dove,Zentrygon chiriquensis,
7169,White-sided hillstar,Oreotrochilus leucopleurus,
7170,Sooty-capped hermit,Phaethornis augusti,
7171,White-tailed starfrontlet,Coeligena phalerata,
7172,Streaked saltator,Saltator striatipectus,
7173,Mourning sierra finch,Rhopospina fruticeti,
7174,De Filippi's petrel,Pterodroma defilippiana,
7175,Bahia tapaculo,Eleoscytalopus psychopompus,
7176,Rufous-gaped hillstar,Urochroa bougueri,
7177,Moustached puffbird,Malacoptila mystacalis,
7178,Grass-green tanager,Chlorornis riefferii,
7179,Orange-breasted fruiteater,Pipreola jucunda,
7180,Chestnut-collared swallow,Petrochelidon rufocollaris,
7181,Flame-throated sunangel,Heliangelus micraster,
7182,Flutist wren,Microcerculus ustulatus,
7183,Mountain velvetbreast,Lafresnaya lafresnayi,
7184,Ahanta spurfowl,Pternistis ahantensis,
7185,Ash-colored cuckoo,Coccycua cinerea,
7186,Purple-backed thornbill,Ramphomicron microrhynchum,
7187,Cocoa thrush,Turdus fumigatus,
7188,Rufous-capped antthrush,Formicarius colma,
7189,Iquitos gnatcatcher,Polioptila clementsi,
7190,White-chested swift,Cypseloides lemosi,
7191,Puna snipe,Gallinago andina,
7192,White-throated quail-dove,Zentrygon frenata,
7193,White-flanked antwren,Myrmotherula axillaris,
7194,Urrao antpitta,Grallaria urraoensis,
7195,Buru dwarf kingfisher,Ceyx cajeli,
7196,Violet-capped hummingbird,Goldmania violiceps,
7197,Black-crested antshrike,Sakesphorus canadensis,
7198,Streamer-tailed tyrant,Gubernetes yetapa,
7199,Galápagos martin,Progne modesta,
7200,Black-hooded sunbeam,Aglaeactis pamela,
7201,Rufous piha,Lipaugus unirufus,
7202,Euler's flycatcher,Lathrotriccus euleri,
7203,Fulvous-crested tanager,Tachyphonus surinamus,
7204,Sinaloa martin,Progne sinaloae,
7205,Zamboanga bulbul,Hypsipetes rufigularis,
7206,White-mantled barbet,Capito hypoleucus,
7207,Victorin's warbler,Cryptillas victorini,
7208,Somali lark,Mirafra somalica,
7209,Rusty sparrow,Aimophila rufescens,
7210,Bare-headed laughingthrush,Melanocichla calva,
7211,Santa Marta warbler,Myiothlypis basilica,
7212,Red-crested cotinga,Ampelion rubrocristatus,
7213,Southern beardless tyrannulet,Camptostoma obsoletum,
7214,Snow-capped manakin,Lepidothrix nattereri,
7215,Purple-collared woodstar,Myrtis fanny,
7216,White-tufted sunbeam,Aglaeactis castelnaudii,
7217,White-winged warbler,Xenoligea montana,
7218,Slaty finch,Haplospiza rustica,
7219,White-tailed hummingbird,Eupherusa poliocerca,
7220,White-breasted wood wren,Henicorhina leucosticta,
7221,Ruby-crowned tanager,Tachyphonus coronatus,
7222,Curve-winged sabrewing,Pampa curvipennis,
7223,Xavier's greenbul,Phyllastrephus xavieri,
7224,Altamira yellowthroat,Geothlypis flavovelata,
7225,Oleaginous hemispingus,Sphenopsis frontalis,
7226,Botha's lark,Spizocorys fringillaris,
7227,Black-throated brilliant,Heliodoxa schreibersii,
7228,Marsh seedeater,Sporophila palustris,
7229,Large-billed seed finch,Sporophila crassirostris,
7230,White-chinned thrush,Turdus aurantius,
7231,Masked gnatcatcher,Polioptila dumicola,
7232,White-capped tanager,Sericossypha albocristata,
7233,Purple-chested hummingbird,Polyerata rosenbergi,
7234,Golden-billed saltator,Saltator aurantiirostris,
7235,White-eared puffbird,Nystalus chacuru,
7236,Green-fronted hummingbird,Leucolia viridifrons,
7237,Great swallow-tailed swift,Panyptila sanctihieronymi,
7238,Tibetan lark,Melanocorypha maxima,
7239,Blood-colored woodpecker,Veniliornis sanguineus,
7240,Northern crombec,Sylvietta brachyura,
7241,White-winged cotinga,Xipholena atropurpurea,
7242,Ochre-breasted tanager,Chlorothraupis stolzmanni,
7243,Grey-hooded sierra finch,Phrygilus gayi,
7244,Andean swallow,Haplochelidon andecola,
7245,Dark-bellied cinclodes,Cinclodes patagonicus,
7246,Spot-tailed nightjar,Hydropsalis maculicaudus,
7247,Pearly-breasted cuckoo,Coccyzus euleri,
7248,Peruvian plantcutter,Phytotoma raimondii,
7249,Bronzy inca,Coeligena coeligena,
7250,White-bearded helmetcrest,Oxypogon lindenii,
7251,Mountain avocetbill,Opisthoprora euryptera,
7252,Opal-crowned manakin,Lepidothrix iris,
7253,Lanceolated monklet,Micromonacha lanceolata,
7254,Green-bellied hummingbird,Saucerottia viridigaster,
7255,Pink-throated brilliant,Heliodoxa gularis,
7256,Plain-bellied emerald,Chrysuronia leucogaster,
7257,Slaty bristlefront,Merulaxis ater,
7258,Pallid dove,Leptotila pallida,
7259,Slender-billed greenbul,Stelgidillas gracilirostris,
7260,White-browed hermit,Phaethornis stuarti,
7261,Band-rumped swift,Chaetura spinicaudus,
7262,Coppery emerald,Chlorostilbon russatus,
7263,Melodious lark,Mirafra cheniana,
7264,Ocellated poorwill,Nyctiphrynus ocellatus,
7265,Rufous-sided crake,Laterallus melanophaius,
7266,Grey-chinned hermit,Phaethornis griseogularis,
7267,Citrine warbler,Myiothlypis luteoviridis,
7268,Black-chested sparrow,Peucaea humeralis,
7269,Cone-billed tanager,Conothraupis mesoleuca,
7270,Red-banded fruiteater,Pipreola whitelyi,
7271,Buff-bellied hermit,Phaethornis subochraceus,
7272,Lafresnaye's piculet,Picumnus lafresnayi,
7273,Caatinga cacholote,Pseudoseisura cristata,
7274,Purplish-backed quail-dove,Zentrygon lawrencii,
7275,Apolinar's wren,Cistothorus apolinari,
7276,Canebrake wren,Cantorchilus zeledoni,
7277,Grey-breasted sabrewing,Campylopterus largipennis,
7278,Green shrike-vireo,Vireolanius pulchellus,
7279,Spot-crowned barbet,Capito maculicoronatus,
7280,Sooty ant tanager,Habia gutturalis,
7281,Black-and-white seedeater,Sporophila luctuosa,
7282,Sooty thrush,Turdus nigrescens,
7283,Blood-eared parakeet,Pyrrhura hoematotis,
7284,Chestnut-crowned antpitta,Grallaria ruficapilla,
7285,Hispaniolan nightjar,Antrostomus ekmani,
7286,Chestnut-bellied euphonia,Euphonia pectoralis,
7287,Cinnamon becard,Pachyramphus cinnamomeus,
7288,Black-collared swallow,Atticora melanoleuca,
7289,Large-billed lark,Galerida magnirostris,
7290,Black-capped flycatcher,Empidonax atriceps,
7291,Speckled reed warbler,Acrocephalus sorghophilus,
7292,Dwarf vireo,Vireo nelsoni,
7293,Purple-throated cotinga,Porphyrolaema porphyrolaema,
7294,Oaxaca sparrow,Aimophila notosticta,
7295,Grey-breasted wood wren,Henicorhina leucophrys,
7296,Little nightjar,Setopagis parvula,
7297,Short-tailed emerald,Chlorostilbon poortmani,
7298,Spotted wren,Campylorhynchus gularis,
7299,Cinnamon-tailed sparrow,Peucaea sumichrasti,
7300,Plain-flanked rail,Rallus wetmorei,
7301,Brazilian laniisoma,Laniisoma elegans,
7302,Buru mountain pigeon,Gymnophaps mada,
7303,Orange-headed tanager,Thlypopsis sordida,
7304,Blue-mantled thornbill,Chalcostigma stanleyi,
7305,Golden-crowned spadebill,Platyrinchus coronatus,
7306,Black-backed thornbill,Ramphomicron dorsale,
7307,Chestnut-capped puffbird,Bucco macrodactylus,
7308,White-throated crake,Laterallus albigularis,
7309,Pink-breasted lark,Calendulauda poecilosterna,
7310,Streak-headed woodcreeper,Lepidocolaptes souleyetii,
7311,White-vented euphonia,Euphonia minuta,
7312,Ash's lark,Mirafra ashi,
7313,Elegant crescentchest,Melanopareia elegans,
7314,Blue-throated starfrontlet,Coeligena helianthea,
7315,Yellowish bulbul,Hypsipetes everetti,
7316,Lemon-rumped tanager,Ramphocelus icteronotus,
7317,Speckled mourner,Laniocera rufescens,
7318,Short-tailed woodstar,Myrmia micrura,
7319,Trinidad euphonia,Euphonia trinitatis,
7320,Long-billed wren,Cantorchilus longirostris,
7321,White-spotted woodpecker,Veniliornis spilogaster,
7322,San Andres vireo,Vireo caribaeus,
7323,Pirre hummingbird,Goldmania bella,
7324,Yucatan flycatcher,Myiarchus yucatanensis,
7325,Black-thighed puffleg,Eriocnemis derbyi,
7326,Magellanic diving petrel,Pelecanoides magellani,
7327,Russet-throated puffbird,Hypnelus ruficollis,
7328,Cinereous becard,Pachyramphus rufus,
7329,Dusky antbird,Cercomacroides tyrannina,
7330,Red-billed emerald,Chlorostilbon gibsoni,
7331,Dusky nightjar,Antrostomus saturatus,
7332,Freckle-breasted thornbird,Phacellodomus striaticollis,
7333,Ecuadorian piculet,Picumnus sclateri',
7334,Chestnut-crowned gnateater,Conopophaga castaneiceps,
7335,Fischer's sparrow-lark,Eremopterix leucopareia,
7336,Speckle-chested piculet,Picumnus steindachneri,
7337,Rufous-webbed brilliant,Heliodoxa branickii,
7338,Russet-crowned crake,Rufirallus viridis,
7339,Crested hornero,Furnarius cristatus,
7340,Jamaican spindalis,Spindalis nigricephala,
7341,Seram mountain pigeon,Gymnophaps stalkeri,
7342,Slaty-backed nightingale-thrush,Catharus fuscater,
7343,Blackish rail,Pardirallus nigricans,
7344,Fasciated wren,Campylorhynchus fasciatus,
7345,Scrub tanager,Stilpnia vitriolina,
7346,Tumbes swallow,Tachycineta stolzmanni,
7347,Olive-spotted hummingbird,Talaphorus chlorocercus,
7348,Fulvous shrike-tanager,Lanio fulvus,
7349,Emerald-bellied puffleg,Eriocnemis aline,
7350,Buff-winged starfrontlet,Coeligena lutetiae,
7351,Buff-rumped warbler,Myiothlypis fulvicauda,
7352,Chocó vireo,Vireo masteri,
7353,Chestnut-hooded laughingthrush,Pterorhinus treacheri,
7354,Tooth-billed wren,Odontorchilus cinereus,
7355,Yellow-bridled finch,Melanodera xanthogramma,
7356,Chestnut-throated huet-huet,Pteroptochos castaneus,
7357,Wing-barred piprites,Piprites chloris,
7358,Sooty-capped bush tanager,Chlorospingus pileatus,
7359,Barred fruiteater,Pipreola arcuata,
7360,Chestnut-bellied hummingbird,Saucerottia castaneiventris,
7361,Black-goggled tanager,Trichothraupis melanops,
7362,Olivaceous siskin,Spinus olivaceus,
7363,Puff-backed bulbul,Euptilotus eutilotus,
7364,Amazonian barred woodcreeper,Dendrocolaptes certhia,
7365,Nepal cupwing,Pnoepyga immaculata,
7366,Brown-capped vireo,Vireo leucophrys,
7367,Olive bulbul,Iole viridescens,
7368,White-edged oriole,Icterus graceannae,
7369,Fringe-backed fire-eye,Pyriglena atra,
7370,Black-cheeked gnateater,Conopophaga melanops,
7371,White-tipped swift,Aeronautes montivagus,
7372,Brown jacamar,Brachygalba lugubris,
7373,Swallow-tailed nightjar,Uropsalis segmentata,
7374,Chestnut-naped spurfowl,Pternistis castaneicollis,
7375,Golden-bellied flycatcher,Myiodynastes hemichrysus,
7376,Golden-breasted puffleg,Eriocnemis mosquera,
7377,Grey-backed sparrow-lark,Eremopterix verticalis,
7378,Jamaican becard,Pachyramphus niger,
7379,Purus jacamar,Galbalcyrhynchus purusianus,
7380,Undulated antpitta,Grallaria squamigera,
7381,Black flowerpiercer,Diglossa humeralis,
7382,Saffron-crested tyrant-manakin,Neopelma chrysocephalum,
7383,Zeledon's antbird,Percnostola zeledoni,
7384,Black-polled yellowthroat,Geothlypis speciosa,
7385,Black-and-white monjita,Heteroxolmis dominicanus,
7386,Guianan puffbird,Notharchus macrorhynchos,
7387,Bran-colored flycatcher,Myiophobus fasciatus,
7388,Mountain wren,Troglodytes solstitialis,
7389,White-faced nunbird,Hapaloptila castanea,
7390,Saffron siskin,Spinus siemiradzkii,
7391,Banded wren,Thryophilus pleurostictus,
7392,Black-crested finch,Lophospingus pusillus,
7393,Common scale-backed antbird,Willisornis poecilinotus,
7394,Bluish-fronted jacamar,Galbula cyanescens,
7395,Stripe-capped sparrow,Rhynchospiza strigiceps,
7396,Limestone leaf warbler,Phylloscopus calciatilis,
7397,Napo sabrewing,Campylopterus villaviscensio,
7398,Rufous-breasted sabrewing,Campylopterus hyperythrus,
7399,Lesson's seedeater,Sporophila bouvronides,
7400,Russet antshrike,Thamnistes anabatinus,
7401,Russet-crowned warbler,Myiothlypis coronata,
7402,Burmese bush lark,Mirafra microptera,
7403,Fulvous parrotbill,Suthora fulvifrons,
7404,Rufous-capped thornbill,Chalcostigma ruficeps,
7405,Crested black tyrant,Knipolegus lophotes,
7406,Neotropical palm swift,Tachornis squamata,
7407,Orinoco piculet,Picumnus pumilus,
7408,Red-and-white crake,Laterallus leucopyrrhus,
7409,Subtropical pygmy owl,Glaucidium parkeri,
7410,Ecuadorian piedtail,Phlogophilus hemileucurus,
7411,Sickle-winged nightjar,Eleothreptus anomalus,
7412,Black-and-gold tanager,Bangsia melanochlamys,
7413,White-breasted parakeet,Pyrrhura albipectus,
7414,Viridian metaltail,Metallura williami,
7415,Yellow-collared chlorophonia,Chlorophonia flavirostris,
7416,Geoffroy's daggerbill,Schistes geoffroyi,
7417,Mountain owlet-nightjar,Aegotheles albertisi,
7418,Green manakin,Cryptopipo holochlora,
7419,Yucatan nightjar,Antrostomus badius,
7420,Rufous-brown solitaire,Cichlopsis leucogenys,
7421,Black-chested fruiteater,Pipreola lubomirskii,
7422,White-lored gnatcatcher,Polioptila albiloris,
7423,Grey-headed tanager,Eucometis penicillata,
7424,Least poorwill,Siphonorhis brewsteri,
7425,Ludwig's double-collared sunbird,Cinnyris ludovicensis,
7426,Golden-spangled piculet,Picumnus exilis,
7427,Lesser Antillean saltator,Saltator albicollis,
7428,Spangle-cheeked tanager,Tangara dowii,
7429,Hispaniolan pewee,Contopus hispaniolensis,
7430,Thick-billed siskin,Spinus crassirostris,
7431,Cinnamon-bellied flowerpiercer,Diglossa baritula,
7432,Red-faced spinetail,Cranioleuca erythrops,
7433,Saffron-crowned tanager,Tangara xanthocephala,
7434,Tepui swift,Streptoprocne phelpsi,
7435,Black-headed berryeater,Carpornis melanocephala,
7436,Northern schiffornis,Schiffornis veraepacis,
7437,Sun lark,Galerida modesta,
7438,Red-billed ground cuckoo,Neomorphus pucheranii,
7439,Tawny-capped euphonia,Euphonia anneae,
7440,Black-hooded antshrike,Thamnophilus bridgesi,
7441,Chico's tyrannulet,Zimmerius chicomendesi,
7442,Five-colored barbet,Capito quinticolor,
7443,Straight-billed woodcreeper,Dendroplex picus,
7444,Streak-chested antpitta,Hylopezus perspicillatus,
7445,Arrowhead piculet,Picumnus minutissimus,
7446,Buff-throated purpletuft,Iodopleura pipra,
7447,Yellowish pipit,Anthus lutescens,
7448,Slaty antwren,Myrmotherula schisticolor,
7449,Grey-striped spurfowl,Pternistis griseostriatus,
7450,Wing-barred seedeater,Sporophila americana,
7451,Yucatan poorwill,Nyctiphrynus yucatanicus,
7452,Orange-crowned oriole,Icterus auricapillus,
7453,Blue-and-gold tanager,Bangsia arcaei,
7454,Buff-browed chachalaca,Ortalis superciliaris,
7455,Grey-breasted crake,Laterallus exilis,
7456,Coppery-chested jacamar,Galbula pastazae,
7457,Mistletoe tyrannulet,Zimmerius parvus,
7458,Silvery-fronted tapaculo,Scytalopus argentifrons,
7459,Lesser Antillean flycatcher,Myiarchus oberi,
7460,Ash-winged antwren,Euchrepomis spodioptila,
7461,Green-tailed emerald,Chlorostilbon alice,
7462,Chestnut-breasted chlorophonia,Chlorophonia pyrrhophrys,
7463,Rufous gnateater,Conopophaga lineata,
7464,Black-backed tanager,Stilpnia peruviana,
7465,Heuglin's spurfowl,Pternistis icterorhynchus,
7466,Icterine greenbul,Phyllastrephus icterinus,
7467,Grey-mantled wren,Odontorchilus branickii,
7468,Mangrove vireo,Vireo pallens,
7469,Brassy-breasted tanager,Tangara desmaresti,
7470,Diademed tanager,Stephanophorus diadematus,
7471,Pine flycatcher,Empidonax affinis,
7472,Rusty-necked piculet,Picumnus fuscus,
7473,Crimson-fronted cardinal,Paroaria baeri,
7474,Opal-crowned tanager,Tangara callophrys,
7475,Black-throated saltator,Saltatricula atricollis,
7476,Golden greenbul,Calyptocichla serinus,
7477,Cape long-billed lark,Certhilauda curvirostris,
7478,Yellow-olive flatbill,Tolmomyias sulphurescens,
7479,Blue Mountain vireo,Vireo osburni,
7480,Lesser elaenia,Elaenia chiriquensis,
7481,Peruvian sierra finch,Phrygilus punensis,
7482,Olive-crowned crescentchest,Melanopareia maximiliani,
7483,Sira barbet,Capito fitzpatricki,
7484,Peruvian piedtail,Phlogophilus harterti,
7485,Scaled fruiteater,Ampelioides tschudii,
7486,Tiny tyrant-manakin,Tyranneutes virescens,
7487,White-headed wren,Campylorhynchus albobrunneus,
7488,Rusty-breasted nunlet,Nonnula rubecula,
7489,Tepui goldenthroat,Polytmus milleri,
7490,Sombre pigeon,Cryptophaps poecilorrhoa,
7491,Eastern long-billed lark,Certhilauda semitorquata,
7492,Black mannikin,Lonchura stygia,
7493,Spot-breasted wren,Pheugopedius maculipectus,
7494,Swainson's flycatcher,Myiarchus swainsoni,
7495,Acre antshrike,Thamnophilus divisorius,
7496,Mottled piculet,Picumnus nebulosus,
7497,White-bellied cinclodes,Cinclodes palliatus,
7498,Grey-crested finch,Lophospingus griseocristatus,
7499,Barred puffbird,Nystalus radiatus,
7500,Golden-fronted whitestart,Myioborus ornatus,
7501,Gould's nightingale-thrush,Catharus dryas,
7502,Scarlet-breasted fruiteater,Pipreola frontalis,
7503,Black-spotted bare-eye,Phlegopsis nigromaculata,
7504,Golden-collared honeycreeper,Iridophanes pulcherrimus,
7505,Greater swamp warbler,Acrocephalus rufescens,
7506,Hume's bush warbler,Horornis brunnescens,
7507,Oaxaca hummingbird,Eupherusa cyanophrys,
7508,Spot-throated woodcreeper,Certhiasomus stictolaemus,
7509,White-eared conebill,Conirostrum leucogenys,
7510,Yellow-winged vireo,Vireo carmioli,
7511,Sepia-brown wren,Cinnycerthia olivascens,
7512,Curve-billed scythebill,Campylorhamphus procurvoides,
7513,Golden-breasted fruiteater,Pipreola aureopectus,
7514,Curve-billed reedhaunter,Limnornis curvirostris,
7515,Black-hooded sierra finch,Phrygilus atriceps,
7516,Caatinga puffbird,Nystalus maculatus,
7517,Pampa finch,Embernagra platensis,
7518,Red-fronted antpecker,Parmoptila rubrifrons,
7519,White-cheeked cotinga,Zaratornis stresemanni,
7520,Arafura fantail,Rhipidura dryas,
7521,Purplish-mantled tanager,Iridosornis porphyrocephalus,
7522,Tit-like dacnis,Xenodacnis parina,
7523,Black-breasted puffbird,Notharchus pectoralis,
7524,Lesser hoopoe-lark,Alaemon hamertoni,
7525,Painted manakin,Machaeropterus eckelberryi,
7526,Chestnut-capped brushfinch,Arremon brunneinucha,
7527,Golden-winged manakin,Masius chrysopterus,
7528,Veracruz wren,Campylorhynchus rufinucha,
7529,Short-clawed lark,Certhilauda chuana,
7530,Cordillera Azul antbird,Myrmoderus eowilsoni,
7531,Black-backed water tyrant,Fluvicola albiventer,
7532,Long-tailed tyrant,Colonia colonus,
7533,Swamp palm bulbul,Thescelocichla leucopleura,
7534,Ringed warbling finch,Microspingus torquatus,
7535,Golden-eared tanager,Tangara chrysotis,
7536,Pearly-bellied seedeater,Sporophila pileata,
7537,Thrush-like antpitta,Myrmothera campanisona,
7538,Ticking doradito,Pseudocolopteryx citreola,
7539,Cinereous antshrike,Thamnomanes caesius,
7540,White-bellied antbird,Myrmeciza longipes,
7541,Black-chinned mountain tanager,Anisognathus notabilis,
7542,Black-collared bulbul,Neolestes torquatus,
7543,Cock-tailed tyrant,Alectrurus tricolor,
7544,Scarlet-horned manakin,Ceratopipra cornuta,
7545,Black manakin,Xenopipo atronitens,
7546,Cinnamon-throated woodcreeper,Dendrexetastes rufigula,
7547,Mountain elaenia,Elaenia frantzii,
7548,Jamaican vireo,Vireo modestus,
7549,Lesser Antillean swift,Chaetura martinica,
7550,Buff-breasted wren,Cantorchilus leucotis,
7551,Moustached grass warbler,Melocichla mentalis,
7552,Azure-shouldered tanager,Thraupis cyanoptera,
7553,Masked fruiteater,Pipreola pulchra,
7554,Spot-crowned euphonia,Euphonia imitans,
7555,Olivaceous thornbill,Chalcostigma olivaceum,
7556,Bronze-tailed thornbill,Chalcostigma heteropogon,
7557,White-throated tapaculo,Scelorchilus albicollis,
7558,Azure-rumped tanager,Poecilostreptus cabanisi,
7559,Pink-billed lark,Spizocorys conirostris,
7560,Moss-backed tanager,Bangsia edwardsi,
7561,Bolivian blackbird,Oreopsar bolivianus,
7562,Spot-throated hummingbird,Thaumasius taczanowskii,
7563,Sulphury flycatcher,Tyrannopsis sulphurea,
7564,Chestnut-shouldered antwren,Euchrepomis humeralis,
7565,Gansu leaf warbler,Phylloscopus kansuensis,
7566,Crag chilia,Ochetorhynchus melanurus,
7567,Violet-throated starfrontlet,Coeligena violifer,
7568,Bahian mouse-colored tapaculo,Scytalopus gonzagai,
7569,Rufous-tailed flycatcher,Myiarchus validus,
7570,Ocellated piculet,Picumnus dorbignyanus,
7571,Brown-eared woodpecker,Pardipicus caroli,
7572,Brown wood rail,Aramides wolfi,
7573,Cuban gnatcatcher,Polioptila lembeyei,
7574,Sand-coloured nighthawk,Chordeiles rupestris,
7575,Rufous-breasted antthrush,Formicarius rufipectus,
7576,Little wood rail,Aramides mangle,
7577,Russet-crowned quail-dove,Zentrygon goldmani,
7578,Green-backed becard,Pachyramphus viridis,
7579,Archbold's owlet-nightjar,Aegotheles archboldi,
7580,Ash-breasted tit-tyrant,Anairetes alpinus,
7581,Tatama tapaculo,Scytalopus alvarezlopezi,
7582,Scaled piculet,Picumnus squamulatus,
7583,Tumbes hummingbird,Thaumasius baeri,
7584,Buff-thighed puffleg,Haplophaedia assimilis,
7585,Plain-colored tanager,Tangara inornata,
7586,Grey-eyed bulbul,Iole propinqua,
7587,Pygmy antwren,Myrmotherula brachyura,
7588,Round-tailed manakin,Ceratopipra chloromeros,
7589,Short-tailed antthrush,Chamaeza campanisona,
7590,Spot-crowned woodcreeper,Lepidocolaptes affinis,
7591,Plain-tailed wren,Pheugopedius euophrys,
7592,Scarlet-hooded barbet,Eubucco tucinkae,
7593,Cabanis's ground sparrow,Melozone cabanisi,
7594,Ecuadorian cacique,Cacicus sclateri,
7595,Fawn-breasted wren,Cantorchilus guarayanus,
7596,Rufous-bellied euphonia,Euphonia rufiventris,
7597,Varzea piculet,Picumnus varzeae,
7598,Black-billed shrike-tyrant,Agriornis montanus,
7599,Red-billed pied tanager,Lamprospiza melanoleuca,
7600,Brown-winged schiffornis,Schiffornis turdina,
7601,Northern brownbul,Phyllastrephus strepitans,
7602,Red-capped crombec,Sylvietta ruficapilla,
7603,Coal-crested finch,Charitospiza eucosma,
7604,Gold-ringed tanager,Bangsia aureocincta,
7605,Orange-throated tanager,Wetmorethraupis sterrhopteron,
7606,Sumichrast's wren,Hylorchilus sumichrasti,
7607,Tumbes sparrow,Rhynchospiza stolzmanni,
7608,Cinereous conebill,Conirostrum cinereum,
7609,Costa Rican swift,Chaetura fumosa,
7610,Serra antwren,Formicivora serrana,
7611,Spotted bamboowren,Psilorhamphus guttatus,
7612,Wedge-tailed hillstar,Oreotrochilus adela,
7613,Kaempfer's tody-tyrant,Hemitriccus kaempferi,
7614,Yellow-backed tanager,Hemithraupis flavicollis,
7615,Neblina metaltail,Metallura odomae,
7616,Black-headed antthrush,Formicarius nigricapillus,
7617,Andean solitaire,Myadestes ralloides,
7618,Hispaniolan spindalis,Spindalis dominicensis,
7619,Black-and-rufous warbling finch,Poospiza nigrorufa,
7620,Mountain cacique,Cacicus chrysonotus,
7621,Rose-collared piha,Lipaugus streptophorus,
7622,Bronzy jacamar,Galbula leucogastra,
7623,Blue-backed conebill,Conirostrum sitticolor,
7624,Fiery-throated metaltail,Metallura eupogon,
7625,Scrub greenlet,Hylophilus flavipes,
7626,Black-banded woodcreeper,Dendrocolaptes picumnus,
7627,Ochraceous piculet,Picumnus limae,
7628,Coppery-bellied puffleg,Eriocnemis cupreoventris,
7629,Papyrus yellow warbler,Calamonastides gracilirostris,
7630,White-chinned jacamar,Galbula tombacea,
7631,Wing-banded wren,Microcerculus bambla,
7632,Bananal antbird,Cercomacra ferdinandi,
7633,Casqued oropendola,Cacicus oseryi,
7634,Ochraceous wren,Troglodytes ochraceus,
7635,Rio de Janeiro antwren,Myrmotherula fluminensis,
7636,Cinnamon flycatcher,Pyrrhomyias cinnamomeus,
7637,Bar-crested antshrike,Thamnophilus multistriatus,
7638,Bay-vented cotinga,Doliornis sclateri,
7639,Turquoise dacnis,Dacnis hartlaubi,
7640,Ceará gnateater,Conopophaga cearae,
7641,Fulvous wren,Cinnycerthia fulva,
7642,Handsome fruiteater,Pipreola formosa,
7643,Rufous-vented whitetip,Urosticte ruficrissa,
7644,White-wedged piculet,Picumnus albosquamatus,
7645,Tocuyo sparrow,Arremonops tocuyensis,
7646,Moustached antpitta,Grallaria alleni,
7647,Guianan warbling antbird,Hypocnemis cantator,
7648,Russet-bellied spinetail,Synallaxis zimmeri,
7649,Buff-fronted foliage-gleaner,Dendroma rufa,
7650,Black-girdled barbet,Capito dayi,
7651,Blackish tapaculo,Scytalopus latrans,
7652,Dusky piha,Lipaugus fuscocinereus,
7653,Black-backed antshrike,Thamnophilus melanonotus,
7654,Grey seedeater,Sporophila intermedia,
7655,Peg-billed finch,Acanthidops bairdi,
7656,Togian white-eye,Zosterops somadikartai,
7657,Antioquia brushfinch,Atlapetes blancae,
7658,Blue-lored antbird,Percnostola immaculata,
7659,Marvelous spatuletail,Loddigesia mirabilis,
7660,Nava's wren,Hylorchilus navai,
7661,Moustached woodcreeper,Xiphocolaptes falcirostris,
7662,Bearded tachuri,Polystictus pectoralis,
7663,Black-capped piprites,Piprites pileata,
7664,Mayan antthrush,Formicarius moniliger,
7665,Chestnut-belted gnateater,Conopophaga aurita,
7666,Speckled rail,Coturnicops notatus,
7667,Crested gallito,Rhinocrypta lanceolata,
7668,Pectoral sparrow,Arremon taciturnus,
7669,Plumbeous euphonia,Euphonia plumbea,
7670,Yellow-chinned spinetail,Certhiaxis cinnamomeus,
7671,Cabanis's greenbul,Phyllastrephus cabanisi,
7672,Black-fronted spurfowl,Pternistis atrifrons,
7673,Madagascan lark,Eremopterix hova,
7674,Great xenops,Megaxenops parnaguae,
7675,Orange-fronted barbet,Capito squamatus,
7676,Flavescent warbler,Myiothlypis flaveola,
7677,White-throated jacamar,Brachygalba albogularis,
7678,Chestnut-bellied flowerpiercer,Diglossa gloriosissima,
7679,Black-and-white tanager,Conothraupis speculigera,
7680,Jet antbird,Cercomacra nigricans,
7681,Chestnut piculet,Picumnus cinnamomeus,
7682,Peruvian martin,Progne murphyi,
7683,Short-crested flycatcher,Myiarchus ferox,
7684,Large-footed finch,Pezopetes capitalis,
7685,Coraya wren,Pheugopedius coraya,
7686,Thicket antpitta,Hylopezus dives,
7687,Caatinga antwren,Herpsilochmus sellowi,
7688,White-tailed lark,Mirafra albicauda,
7689,Brasília tapaculo,Scytalopus novacapitalis,
7690,Bar-bellied woodpecker,Veniliornis nigriceps,
7691,Chestnut-capped piha,Lipaugus weberi,
7692,Purplish jacamar,Galbula chalcothorax,
7693,White-throated treerunner,Pygarrhichas albogularis,
